frame_id,frame_timestamp,frame_image_uid
108,759779013258,1673540116.55005
109,759812321646,1673540116.58377
110,759845623446,1673540116.62002
111,759878931645,1673540116.6516
112,759912240087,1673540116.68282
113,759945543102,1673540116.7163
114,759978851058,1673540116.74991
115,760012153695,1673540116.78182
116,760045461489,1673540116.81712
117,760078763667,1673540116.84796
118,760112071731,1673540116.8827
119,760145379552,1673540116.91556
120,760178681622,1673540116.94916
121,760211990010,1673540116.98164
122,760245293241,1673540117.01723
123,760278600981,1673540117.04848
124,760311909990,1673540117.08258
125,760345211466,1673540117.11575
126,760378519503,1673540117.15168
127,760411822248,1673540117.18134
128,760445130690,1673540117.21671
129,760478433138,1673540117.24871
130,760511740878,1673540117.2822
131,760545049131,1673540117.31508
132,760578351903,1673540117.34905
133,760611660291,1673540117.38086
134,760644962820,1673540117.41557
135,760678271748,1673540117.44759
136,760711573359,1673540117.48201
137,760744881153,1673540117.51408
138,760778189514,1673540117.54849
139,760811492421,1673540117.5806
140,760844800728,1673540117.61529
141,760878103095,1673540117.64758
142,760911410700,1673540117.682
143,760944713256,1673540117.7137
144,760978021833,1673540117.74904
145,761011330707,1673540117.7804
146,761044632642,1673540117.81701
147,761077940679,1673540117.84732
148,761111242830,1673540117.88305
149,761144551245,1673540117.91398
150,761177853882,1673540117.94829
151,761211162567,1673540117.98454
152,761244470415,1673540118.01508
153,761277772215,1673540118.04707
154,761311081251,1673540118.08157
155,761344382889,1673540118.11382
156,761377691871,1673540118.1483
157,761410993914,1673540118.18066
158,761444301438,1673540118.21539
159,761477610312,1673540118.24779
160,761510912112,1673540118.28247
161,761544219717,1673540118.31394
162,761577522651,1673540118.34841
163,761610831255,1673540118.38042
164,761644133622,1673540118.41471
165,761677442010,1673540118.44681
166,761710749588,1673540118.48152
167,761744052036,1673540118.51316
168,761777360532,1673540118.54877
169,761810662683,1673540118.57987
170,761843970963,1673540118.61438
171,761877273060,1673540118.64679
172,761910581502,1673540118.68105
173,761943890322,1673540118.71315
174,761977192878,1673540118.7477
175,762010500861,1673540118.7794
176,762043803552,1673540118.81448
177,762077111994,1673540118.84684
178,762110413713,1673540118.88137
179,762143722317,1673540118.91309
180,762177030705,1673540118.94788
181,762210333774,1673540118.97986
182,762243642270,1673540119.01452
183,762276944097,1673540119.04639
184,762310252296,1673540119.0809
185,762343554501,1673540119.11304
186,762376863105,1673540119.14768
187,762410171898,1673540119.17948
188,762443473914,1673540119.21452
189,762476782653,1673540119.24643
190,762510084345,1673540119.2808
191,762543392544,1673540119.3129
192,762576695127,1673540119.34753
193,762610003974,1673540119.37921
194,762643312362,1673540119.41385
195,762676614729,1673540119.44637
196,762709923873,1673540119.48074
197,762743225403,1673540119.51249
198,762776533629,1673540119.54882
199,762809835942,1673540119.5793
200,762843144789,1673540119.61437
201,762876452691,1673540119.64634
202,762909755085,1673540119.68056
203,762943063203,1673540119.7123
204,762976365759,1673540119.7478
205,763009674228,1673540119.77933
206,763042976271,1673540119.81383
207,763076284902,1673540119.84587
208,763109593668,1673540119.88102
209,763142895306,1673540119.91234
210,763176203694,1673540119.94691
211,763209506061,1673540119.97882
212,763242814935,1673540120.01391
213,763276117464,1673540120.04555
214,763309425312,1673540120.08007
215,763342733349,1673540120.11461
216,763376035824,1673540120.14726
217,763409344401,1673540120.17877
218,763442647173,1673540120.21345
219,763475955372,1673540120.24542
220,763509256956,1673540120.27997
221,763542565047,1673540120.31177
222,763575872949,1673540120.3465
223,763609174938,1673540120.37834
224,763642483407,1673540120.41289
225,763675785747,1673540120.44498
226,763709094540,1673540120.47958
227,763742396367,1673540120.51173
228,763775704377,1673540120.54616
229,763809012522,1673540120.57856
230,763842315240,1673540120.61283
231,763875623007,1673540120.64499
232,763908925266,1673540120.67909
233,763942233492,1673540120.71127
234,763975535724,1673540120.74572
235,764008845084,1673540120.77776
236,764042152797,1673540120.81299
237,764075455272,1673540120.84444
238,764108763174,1673540120.8831
239,764142065757,1673540120.91159
240,764175374118,1673540120.94621
241,764208676809,1673540120.97821
242,764241984711,1673540121.0126
243,764275293018,1673540121.04501
244,764308594818,1673540121.07947
245,764341903368,1673540121.11119
246,764375205357,1673540121.14586
247,764408512935,1673540121.17766
248,764441815491,1673540121.21271
249,764475123960,1673540121.24425
250,764508432078,1673540121.27883
251,764541734364,1673540121.3111
252,764575042968,1673540121.34562
253,764608345281,1673540121.37761
254,764641654047,1673540121.41246
255,764674956765,1673540121.44486
256,764708264100,1673540121.47939
257,764741572083,1673540121.51043
258,764774874261,1673540121.54551
259,764808183756,1673540121.57721
260,764841485475,1673540121.61166
261,764874793782,1673540121.64442
262,764908096149,1673540121.67859
263,764941404591,1673540121.71077
264,764974712952,1673540121.74577
265,765008015427,1673540121.77756
266,765041323707,1673540121.81194
267,765074625804,1673540121.84476
268,765107933787,1673540121.87917
269,765141236370,1673540121.91045
270,765174544758,1673540121.94546
271,765207853362,1673540121.9771
272,765241155351,1673540122.01219
273,765274463550,1673540122.04438
274,765307765998,1673540122.07819
275,765341074278,1673540122.11034
276,765374377077,1673540122.1449
277,765407686140,1673540122.17715
278,765440993880,1673540122.21141
279,765474295896,1673540122.24388
280,765507604338,1673540122.2789
281,765540907029,1673540122.31043
282,765574215336,1673540122.34485
283,765607517676,1673540122.37731
284,765640825902,1673540122.41151
285,765674133750,1673540122.44424
286,765707435793,1673540122.47942
287,765740744559,1673540122.51049
288,765774045441,1673540122.54585
289,765807354045,1673540122.5776
290,765840656547,1673540122.61113
291,765873964854,1673540122.64304
292,765907273296,1673540122.67761
293,765940574880,1673540122.71016
294,765973883619,1673540122.74423
295,766007186202,1673540122.77648
296,766040495292,1673540122.81123
297,766073797119,1673540122.84276
298,766107104913,1673540122.87727
299,766140413193,1673540122.91004
300,766173715884,1673540122.94429
